incident,latitude,longitude
2017-02-28 18:00:00,28.652781,77.192144
2016-10-28 18:00:00,28.603876,77.198134
2016-12-28 18:00:00,28.638753,77.073803
2016-12-28 18:00:00,28.723099,77.11985899999998
2017-02-28 18:00:00,28.664018,77.271167
2017-02-28 05:00:00,28.680911,77.204587
2017-03-28 16:00:00,28.656159,77.24101999999998
2017-03-28 21:54:00,28.667742,77.228201
2017-03-28 21:52:00,28.635578,77.132537
2016-09-28 18:00:00,28.62486,77.11086800000002
2016-12-28 15:00:00,28.67462,77.180176
2017-01-28 18:00:00,28.720844,77.10712099999998
2017-02-13 18:00:00,28.657847,77.230144
2016-12-28 18:00:00,28.678079,77.207987
2016-12-28 17:00:00,28.683447,77.207018
2016-12-28 15:00:00,28.700217,77.16379
2017-02-28 18:00:00,28.638753,77.073803
2016-09-28 18:00:00,28.638753,77.073803
2017-01-03 14:00:00,28.690637,77.20994
2016-12-31 21:00:00,28.5534,77.194165
2017-01-28 16:00:00,28.680911,77.204587
2017-02-28 20:00:00,28.639541,77.230457
2017-02-28 15:00:00,28.69520300000001,77.213938
2017-02-25 23:00:00,28.687193,77.210336
2017-01-28 15:00:00,28.553103000000004,77.19348000000002
2017-01-28 14:00:00,28.523901,77.084641
2016-11-28 18:00:00,28.632862,77.219542
2017-01-27 20:00:00,28.680911,77.204587
2016-12-21 18:00:00,28.549449,77.200137
2016-05-21 20:00:00,28.549449,77.200137
2016-09-21 20:00:00,28.530441,77.250573
2016-04-21 20:00:00,28.552985,77.19688000000002
2016-06-21 15:00:00,28.632862,77.219542
2016-05-21 20:00:00,28.595638,77.16284
2016-05-21 19:00:00,28.549449,77.200137
2016-12-21 13:00:00,28.567695,77.24327199999998
2016-09-21 20:00:00,28.59214,77.046048
2016-06-21 20:00:00,28.631451,77.216667
2016-05-20 18:00:00,28.596128000000004,77.158738
2016-05-20 14:00:00,28.587561,77.169007
2016-12-20 23:52:00,28.5534,77.194165
2016-12-20 23:50:00,28.5534,77.194165
2016-12-20 17:00:00,28.561732,77.24267900000002
2016-05-20 15:00:00,28.631451,77.216667
2016-05-20 20:00:00,28.627561,77.278408
2016-11-29 22:00:00,28.638753,77.073803
2016-03-08 17:00:00,28.53742,77.259727
2016-05-10 18:00:00,28.526153000000004,77.254525
2016-04-08 21:08:00,28.679654,77.091566
2016-05-10 21:06:00,28.632862,77.219542
2016-07-10 16:00:00,28.538672,77.23986500000002
2016-05-07 21:02:00,28.53536,77.241952
2016-07-09 17:00:00,28.504884000000004,77.273938
2016-05-07 21:00:00,28.632862,77.219542
2016-05-10 14:00:00,28.632862,77.219542
2016-06-10 20:55:00,28.57678,77.249013
2016-06-10 20:53:00,28.503961,77.301828
2016-06-12 20:52:00,28.641549,77.220812
2016-10-27 20:50:00,28.636693,77.13042
2016-06-12 20:46:00,28.5822,77.187166
2016-08-29 09:00:00,28.597523,77.211333
2016-07-07 18:00:00,28.63309000000001,77.21788199999997
2016-07-13 18:00:00,28.628811,77.23323
2016-07-13 15:00:00,28.5534,77.194165
2016-05-07 15:00:00,28.57678,77.249013
2016-10-28 17:00:00,28.615365,77.249013
2016-09-16 15:00:00,28.57678,77.249013
2016-03-28 14:00:00,28.621734000000004,77.055818
2016-05-21 14:00:00,28.596128000000004,77.158738
2016-12-20 10:12:00,28.568947,77.279012
2016-12-09 17:56:00,28.632,77.145099
2016-05-16 19:00:00,28.63288,77.218436
2016-05-16 19:00:00,28.587561,77.169007
2016-05-16 17:00:00,28.631451,77.216667
2016-02-16 20:00:00,28.687193,77.210336
2016-08-16 20:00:00,28.621899,77.087838
2016-08-16 20:00:00,28.563286,77.19115500000002
2016-06-16 20:00:00,28.593063,77.162825
2016-08-07 18:00:00,28.632862,77.219542
2016-07-16 15:00:00,28.544869,77.128134
2016-06-16 15:00:00,28.612912,77.22951
2016-09-09 16:00:00,28.631451,77.216667
2016-06-09 04:00:00,28.537311,77.234091
2016-09-16 03:00:00,28.560323,77.161728
2016-01-12 21:38:00,28.57678,77.249013
2016-07-28 18:00:00,28.615365,77.249013
2016-10-11 17:00:00,28.57678,77.249013
2016-06-23 18:00:00,28.615365,77.249013
2016-08-23 19:00:00,28.527335,77.151545
2015-06-18 15:00:00,28.524579,77.206615
2016-04-20 15:00:00,28.542824,77.239548
2016-10-10 15:00:00,28.632142,77.138852
2015-12-23 08:00:00,28.553212,77.174482
2016-04-21 14:00:00,28.643895,77.11283
2016-02-16 19:00:00,28.698998,77.138417
2016-03-19 20:00:00,28.566107,77.139958
2016-06-13 09:00:00,28.597396000000003,77.21028199999998
2016-10-17 13:00:00,28.549449,77.200137
2016-06-23 13:00:00,28.621899,77.087838
2015-11-17 19:00:00,28.572633000000003,77.23250999999998
2016-05-23 14:00:00,28.59385300000001,77.18873599999998
2016-07-19 22:00:00,28.549449,77.200137
2016-11-21 02:00:00,28.587561,77.169007
2016-08-23 09:00:00,28.59385300000001,77.18873599999998
2016-03-22 20:40:00,28.714935,77.11541899999997
2016-09-19 22:40:00,28.645178,77.169096
2016-09-21 19:53:00,28.566008,77.176744
2016-07-09 09:52:00,28.524579,77.206615
2016-04-20 19:40:00,28.587561,77.169007
2016-02-16 19:42:00,28.627561,77.278408
2016-09-14 14:40:00,28.597523,77.211333
2016-01-09 15:37:00,28.575714,77.199007
2016-12-13 22:34:00,28.582964,77.162177
2016-06-09 13:00:00,28.59214,77.046048
2016-12-13 22:30:00,28.654562,77.230896
2016-10-13 10:00:00,28.6699,77.266646
2016-03-28 14:26:00,28.632141,77.138852
2016-09-13 19:00:00,28.632862,77.219542
2016-08-09 20:00:00,28.575051,77.262506
2016-12-13 10:00:00,28.595638,77.16284
2016-10-13 11:00:00,28.544386,77.264312
2016-07-09 18:00:00,28.569229,77.241773
2016-08-13 16:00:00,28.544386,77.264312
2016-09-30 14:00:00,28.63959,77.120024
2016-09-13 15:00:00,28.632862,77.219542
2016-07-12 18:00:00,28.633728,77.220754
2016-06-09 18:37:00,28.634934,77.179282
2016-07-09 18:00:00,28.553625,77.242019
2016-08-23 18:00:00,28.587561,77.169007
2016-08-17 16:00:00,28.639225,77.208442
2016-07-09 18:00:00,28.587561,77.169007
2016-09-15 11:00:00,28.53536,77.241952
2016-03-13 10:00:00,28.694703000000004,77.214606
2016-11-10 16:00:00,28.621272,77.061327
2016-05-07 14:00:00,28.61522,77.211939
2016-07-09 15:00:00,28.655781,77.150752
2016-10-08 15:00:00,28.591658,77.171366
2016-09-30 07:00:00,28.506783,77.174892
2016-03-03 14:00:00,28.650307,77.229363
2016-11-11 19:00:00,28.709324,77.187083
2016-09-16 11:00:00,28.615214,77.211978
2016-09-27 07:00:00,28.593095,77.219679
2016-03-16 22:00:00,28.805465,77.046301
2016-09-21 07:35:00,28.641906,77.111988
2016-01-08 18:00:00,28.632842,77.219562
2016-10-08 14:00:00,28.6791,77.161681
2016-08-25 17:00:00,28.696653,77.20575500000002
2016-06-09 12:00:00,28.697914,77.206978
2016-01-14 18:00:00,28.683171999999995,77.208093
2016-08-17 18:00:00,28.667624,77.10115400000002
2015-09-17 11:00:00,28.63288,77.218436
2015-03-12 12:00:00,28.552484000000003,77.058406
2016-08-21 14:00:00,28.678817,77.209902
2016-03-22 08:00:00,28.684848,77.210658
2016-01-17 13:00:00,28.68825,77.214753
2016-09-08 11:00:00,28.715529,77.154542
2016-07-30 13:00:00,28.705484,77.20352199999998
2016-02-09 18:00:00,28.696653,77.20575500000002
2016-06-09 14:00:00,28.698443,77.207394
2016-09-17 20:30:00,28.631624,77.22173599999998
2016-09-16 18:30:00,28.631624,77.22173599999998
2016-08-16 15:00:00,28.632899,77.21950799999998
2016-09-16 19:21:00,28.522825,77.20646500000002
2016-08-16 15:00:00,28.680911,77.204587
2016-09-16 09:00:00,28.632861,77.21953
2016-09-16 19:05:00,28.738394,77.139866
2016-09-16 08:00:00,28.687193,77.210336
2016-08-08 21:00:00,28.631451,77.216667
2016-06-16 16:00:00,28.660968,77.22766999999997
2016-08-19 15:00:00,28.660968,77.22766999999997
2016-11-08 20:00:00,28.679212,77.209666
2016-09-16 13:55:00,28.694747,77.214597
2016-08-16 21:00:00,28.543444,77.206344
2016-07-16 21:00:00,28.684007,77.20421800000003
2016-08-16 09:00:00,28.632861,77.21953
2016-03-16 15:00:00,28.650732,77.234526
2016-09-16 13:04:00,28.693283,77.171351
2016-08-18 18:00:00,28.632862,77.219548
2016-11-07 09:00:00,28.687786,77.21121600000002
2016-09-14 18:44:00,28.684433,77.182078
2016-07-14 07:00:00,28.676739,77.208653
2016-08-18 18:00:00,28.710295,77.17524499999998
2016-04-01 14:00:00,28.685067,77.193851
2016-06-06 13:00:00,28.64229000000001,77.1774
2016-08-24 15:00:00,28.666398,77.20737199999998
2016-09-14 18:31:00,28.653298,77.132402
2016-03-14 16:00:00,28.692492,77.17738100000003
2016-08-14 14:00:00,28.805934000000004,77.052848
2016-07-26 19:00:00,28.64886,77.22646
2016-09-14 18:23:00,28.698547,77.14022
2016-05-06 18:00:00,28.673373,77.169674
2016-07-06 08:00:00,28.689233,77.160886
2016-09-14 18:17:00,28.680911,77.204587
2016-12-07 20:00:00,28.639069,77.086774
2016-09-14 18:15:00,28.631009,77.2186
2016-09-14 18:11:00,28.685631,77.16935600000002
2016-09-14 18:04:00,28.715217,77.140247
2016-11-05 17:15:00,28.704059,77.10249
2015-07-28 17:10:00,28.641549,77.220812
2016-06-28 11:00:00,28.617974,77.215613
2016-06-15 15:00:00,28.709036,77.113085
2016-07-25 17:00:00,28.664044,77.231787
2015-08-25 17:34:00,28.524805,77.186143
2015-11-11 17:13:00,28.633749,77.22098000000003
2016-02-20 01:00:00,28.626339,77.20905
2015-07-25 16:41:00,28.613317,77.219192
2016-04-14 20:00:00,28.610439000000003,77.33870999999998
2015-05-22 19:00:00,28.61328300000001,77.336628
2016-05-18 21:00:00,28.611889,77.33984699999998
2016-07-24 00:09:00,28.684409,77.31522
2016-07-24 00:02:00,28.650218,77.302706
2016-07-15 18:00:00,28.604186,77.28953800000002
2016-07-21 13:00:00,28.540153000000004,77.25447
2016-07-20 13:00:00,28.641325,77.296247
2016-07-17 20:00:00,28.592333,77.04068199999998
2016-07-16 16:00:00,28.524428000000004,77.185456
2016-11-06 18:00:00,28.64702,77.145414
2016-06-17 17:00:00,28.5788,77.05909399999999
2015-10-18 20:00:00,28.613939,77.20902099999998
2016-07-17 21:43:00,28.562097,77.21392900000002
2016-02-13 11:00:00,28.72083,77.107016
2016-05-24 19:00:00,28.567462,77.269133
2016-06-15 11:00:00,28.589153000000003,77.30189200000002
2016-06-27 13:00:00,28.552255,77.05858
2016-05-25 14:00:00,28.553137,77.193476
2016-02-06 13:00:00,28.714935,77.11541899999997
2016-05-26 05:00:00,28.675774,77.322369
2015-09-09 23:00:00,28.667790000000004,77.228161
2016-06-30 20:00:00,28.612675,77.324834
2016-01-04 03:00:00,28.648037,77.212987
2015-10-23 22:00:00,28.611281,77.324361
2016-04-26 08:00:00,28.524579,77.206615
2016-05-20 22:00:00,28.582103000000004,77.248525
2016-05-19 22:00:00,28.582103000000004,77.248525
2016-09-06 17:27:00,28.749472,77.056533
2016-01-06 19:00:00,28.63037000000001,77.277403
2016-04-30 17:00:00,28.630373,77.277527
2015-04-11 19:00:00,28.610151,77.329426
2016-02-18 08:00:00,28.604186,77.28953800000002
2016-03-06 21:00:00,28.472044,77.132942
2016-06-25 13:06:00,28.651906,77.199486
2015-07-15 15:00:00,28.692222,77.150673
2016-05-17 16:00:00,28.614939,77.093053
2016-05-20 20:00:00,28.591156,77.059145
2016-05-20 21:00:00,28.591156,77.059145
2016-07-06 14:00:00,28.760216,77.060905
2016-06-06 04:00:00,28.63288,77.218436
2016-08-06 14:00:00,28.638845,77.275258
2016-01-06 16:00:00,28.606593,77.293676
2016-03-05 18:00:00,28.613716,77.337122
2016-01-04 02:00:00,28.63204600000001,77.21998599999998
2016-04-13 20:00:00,28.68684600000001,77.20709699999998
2015-01-08 23:28:00,28.571553,77.17403900000002
2016-03-13 15:00:00,28.688031,77.210973
2016-03-30 15:00:00,28.55534500000001,77.22214
2016-05-28 01:00:00,28.633123,77.219725
2016-05-28 01:00:00,28.633181,77.219573
2016-06-06 19:00:00,28.523938,77.206701
2016-06-06 20:00:00,28.460941,77.16112199999998
2016-03-17 17:00:00,28.582964,77.162177
2016-07-04 14:00:00,28.63368,77.218673
2016-07-04 14:00:00,28.633823,77.218985
2016-01-19 15:00:00,28.681089,77.08064
2016-10-02 08:00:00,28.63204600000001,77.21998599999998
2016-01-15 20:00:00,28.625321000000003,77.234305
2015-09-08 10:00:00,28.63204600000001,77.21998599999998
2016-04-05 17:00:00,28.689486,77.202012
2016-03-04 19:00:00,28.69145300000001,77.202431
2016-02-06 23:05:00,28.557714,77.201328
2016-01-19 19:00:00,28.60757700000001,77.301797
2015-12-15 13:00:00,28.716846000000004,77.154263
2016-12-01 16:42:00,28.628372,77.228812
2016-04-27 17:00:00,28.611014,77.212244
2015-12-18 21:00:00,28.663078,77.21155
2016-02-13 18:00:00,28.650178000000004,77.2297
2015-12-29 16:00:00,28.559588,77.166341
2015-09-26 17:00:00,28.695648,77.204962
2016-02-17 21:00:00,28.631451,77.216667
2015-11-25 13:00:00,28.550756,77.29204
2016-02-18 18:00:00,28.600449,77.226849
2016-10-02 18:00:00,28.578889,77.25732099999998
2015-11-19 21:00:00,28.675521000000003,77.124012
2016-04-05 16:13:00,28.528278000000004,77.147747
2016-01-28 21:00:00,28.555662,77.175834
2016-10-03 12:00:00,28.723306,77.138475
2016-05-24 18:00:00,28.535476,77.208116
2016-02-25 15:00:00,28.570654,77.24125500000002
2016-03-05 19:00:00,28.716413,77.154585
2016-11-02 14:00:00,28.75683,77.056034
2016-01-05 12:00:00,28.507109000000003,77.269926
2016-02-05 15:00:00,28.64474,77.070961
2015-12-23 18:00:00,28.622954,77.086326
2015-06-27 14:00:00,28.492892,77.32382700000002
2016-01-26 17:00:00,28.542824,77.239548
2016-05-20 12:16:00,28.567695,77.240783
2016-06-01 16:00:00,28.725916,77.16278100000002
2016-05-20 12:12:00,28.726719,77.198274
2016-06-03 12:09:00,28.749472,77.056533
2016-09-05 22:44:00,28.522043,77.240702
2016-09-05 22:41:00,28.522043,77.240702
2016-09-05 22:39:00,28.518086,77.23566600000002
2016-09-05 22:36:00,28.522043,77.240702
2016-09-05 22:33:00,28.522043,77.240702
2016-09-05 22:31:00,28.522043,77.240702
2016-09-05 22:29:00,28.516626,77.237282
2016-09-05 22:27:00,28.522043,77.240702
2016-09-05 22:19:00,28.520836,77.230636
2016-09-05 22:14:00,28.50931,77.230928
2016-09-05 22:08:00,28.520836,77.230636
2016-09-05 22:05:00,28.498909,77.238997
2016-09-05 11:14:00,28.520741,77.239078
2016-09-05 11:12:00,28.523933000000003,77.23782299999998
2016-09-05 11:00:00,28.519537,77.23961700000002
2016-09-05 10:02:00,28.520836,77.230636
2016-09-05 01:58:00,28.56028,77.291331
2016-09-05 01:56:00,28.520836,77.230636
2016-09-05 01:52:00,28.564149,77.234116
2016-09-05 01:52:00,28.652781,77.192144
2016-09-05 01:47:00,28.520836,77.230636
2016-09-05 01:47:00,28.53352000000001,77.210886
2016-09-05 01:40:00,28.512124,77.243237
2016-09-05 01:40:00,28.667094,77.216534
2016-09-05 01:35:00,28.519537,77.23961700000002
2016-09-05 01:35:00,28.522043,77.240702
2016-09-05 01:31:00,28.522043,77.240702
2016-09-05 01:31:00,28.520836,77.230636
2016-09-05 01:12:00,28.544386,77.264312
2016-09-05 01:09:00,28.530923,77.212467
2016-09-05 01:06:00,28.523933000000003,77.23782299999998
2016-06-05 13:26:00,28.512124,77.243237
2016-06-05 16:23:00,28.569229,77.241773
2016-06-05 16:20:00,28.523933000000003,77.23782299999998
2016-06-05 16:18:00,28.523933000000003,77.23782299999998
2016-06-05 13:06:00,28.519537,77.23961700000002
2016-06-05 12:53:00,28.521715000000004,77.238001
2016-06-05 12:51:00,28.522043,77.240702
2016-06-05 12:49:00,28.522043,77.240702
2016-06-05 12:48:00,28.52151,77.235845
2016-06-05 12:45:00,28.522043,77.240702
2016-06-05 12:41:00,28.522043,77.240702
2016-06-05 12:37:00,28.522043,77.240702
2016-06-05 12:34:00,28.522043,77.240702
2016-06-05 12:32:00,28.520741,77.239078
2016-05-05 13:12:00,28.523933000000003,77.23782299999998
2016-05-05 13:10:00,28.523933000000003,77.23782299999998
2016-05-05 13:04:00,28.522043,77.240702
2016-05-05 13:59:00,28.522043,77.240702
2016-05-05 13:53:00,28.523933000000003,77.23782299999998
2016-05-05 13:47:00,28.519537,77.23961700000002
2016-05-05 13:37:00,28.520741,77.239078
2016-05-05 13:35:00,28.521715000000004,77.238001
2016-05-05 13:31:00,28.521715000000004,77.238001
2016-05-05 20:24:00,28.523933000000003,77.23782299999998
2016-05-05 20:18:00,28.508745,77.25148
2016-05-04 20:00:00,28.725684,77.162662
2016-01-14 13:00:00,28.757322,77.1544
2016-04-04 16:00:00,28.759109,77.15302700000002
2016-07-03 19:20:00,28.613939,77.20902099999998
2016-01-13 18:15:00,28.647283,77.202837
2016-02-02 18:00:00,28.71886,77.151023
2016-04-04 18:00:00,28.613446000000003,77.071108
2016-09-03 20:00:00,28.71359600000001,77.188542
2016-04-13 21:00:00,28.504884000000004,77.273938
2015-01-10 16:00:00,28.696136,77.152477
2015-01-12 18:09:00,28.581085,77.21359
2016-05-04 19:00:00,28.53352000000001,77.210886
2016-04-22 17:58:00,28.716865,77.156559
2016-03-14 17:00:00,28.642576,77.07794399999999
2016-03-04 17:00:00,28.637235,77.182364
2016-11-02 19:00:00,28.679504,77.128163
2015-09-12 14:00:00,28.666537,77.212637
2016-06-04 17:00:00,28.615182,77.21254
2015-12-11 19:00:00,28.584282,77.237771
2016-12-01 20:00:00,28.682432,77.315628
2016-03-24 18:00:00,28.664269,77.226079
2016-01-04 19:00:00,28.693897,77.20876
2016-01-19 16:00:00,28.620528000000004,77.24987800000002
2016-02-24 09:00:00,28.589818,77.260712
2016-01-20 13:00:00,28.57351400000001,77.26808100000002
2016-04-19 15:00:00,28.712228000000003,77.175483
2016-03-19 18:00:00,28.633787,77.21739699999998
2016-06-01 16:00:00,28.716413,77.154585
2016-03-03 14:25:00,28.664140000000003,77.168835
2016-10-03 14:00:00,28.653935,77.117177
2016-03-18 02:00:00,28.68481400000001,77.177993
2016-09-03 21:00:00,28.718522,77.09039
2016-04-18 18:28:00,28.720596,77.08090899999998
2016-07-04 18:45:00,28.640673,77.073611
2016-02-02 19:00:00,28.612636,77.071
2016-03-17 15:00:00,28.715793,77.190446
2016-12-04 12:30:00,28.567959,77.129375
2016-08-04 14:03:00,28.718637,77.14984799999998
2016-03-03 20:00:00,28.632993,77.218264
2016-09-02 19:00:00,28.629328000000005,77.214569
2016-03-17 16:00:00,28.563286,77.19115500000002
2016-03-15 20:36:00,28.553212,77.174482
2015-12-08 11:00:00,28.536441,77.292467
2015-07-14 19:00:00,28.519676,77.294522
2015-07-15 19:00:00,28.565115,77.238661
2016-03-01 20:00:00,28.519676,77.294522
2015-08-09 15:00:00,28.5234,77.236954
2015-01-11 17:00:00,28.522834000000003,77.237018
2015-01-11 14:00:00,28.50931,77.230928
2015-07-14 17:00:00,28.522985,77.236654
2015-11-28 14:00:00,28.5234,77.237169
2015-12-22 13:00:00,28.600044,77.226443
2015-09-15 14:00:00,28.599993,77.22643000000002
2015-01-12 18:00:00,28.632635,77.218264
2015-02-12 15:30:00,28.548064,77.22470799999998
2015-02-11 13:00:00,28.521237,77.23297099999998
2015-02-11 13:58:00,28.520741,77.239078
2015-02-11 13:56:00,28.520741,77.239078
2015-02-11 13:54:00,28.521715000000004,77.238001
2015-02-11 13:42:00,28.518385,77.236923
2015-02-11 13:39:00,28.519922,77.230456
2015-02-11 13:37:00,28.520741,77.239078
2015-02-11 13:36:00,28.519358,77.235845
2015-02-11 13:33:00,28.518385,77.236923
2015-02-11 13:32:00,28.523933000000003,77.23782299999998
2015-02-11 13:31:00,28.523933000000003,77.23782299999998
2015-02-11 13:20:00,28.518385,77.236923
2015-02-11 13:12:00,28.518385,77.236923
2015-02-11 12:58:00,28.519922,77.230456
2015-02-11 12:58:00,28.519537,77.23961700000002
2015-02-11 12:55:00,28.66456,77.214933
2015-02-11 12:54:00,28.520741,77.239078
2015-02-11 12:52:00,28.518385,77.236923
2015-02-11 12:29:00,28.569139,77.278631
2015-02-11 12:26:00,28.519537,77.23961700000002
2015-02-11 12:24:00,28.521715000000004,77.238001
2015-02-11 12:22:00,28.519922,77.230456
2015-02-11 12:20:00,28.521715000000004,77.238001
2015-02-11 12:08:00,28.519922,77.230456
2015-02-11 12:03:00,28.52151,77.235845
2015-02-11 12:01:00,28.518385,77.236923
2015-02-11 11:59:00,28.518385,77.236923
2015-02-11 11:53:00,28.520741,77.239078
2015-02-11 11:52:00,28.518385,77.236923
2015-02-11 11:51:00,28.520741,77.239078
2015-02-11 11:49:00,28.518385,77.236923
2015-02-11 11:44:00,28.520741,77.239078
2015-02-11 11:43:00,28.52151,77.235845
2015-02-11 11:39:00,28.518385,77.236923
2015-02-11 11:38:00,28.516626,77.237282
2015-02-11 11:36:00,28.520741,77.239078
2015-02-11 11:34:00,28.518385,77.236923
2015-02-11 11:30:00,28.518385,77.236923
2015-02-11 11:27:00,28.641598,77.215959
2015-02-11 11:24:00,28.520741,77.239078
2015-02-11 11:21:00,28.520741,77.239078
2015-02-11 11:19:00,28.519922,77.230456
2015-02-11 11:16:00,28.520741,77.239078
2015-09-25 14:00:00,28.647848,77.211055
2015-09-25 14:00:00,28.642664,77.21680400000002
2015-09-25 17:00:00,28.647848,77.211055
2015-09-25 17:00:00,28.643548,77.211055
2015-09-25 17:00:00,28.639268,77.20845
2015-09-25 21:00:00,28.647848,77.211055
2015-09-25 21:00:00,28.642664,77.21680400000002
2015-09-25 17:00:00,28.642664,77.21680400000002
2015-09-25 08:00:00,28.642664,77.21680400000002
2015-09-25 08:00:00,28.647848,77.211055
2015-09-25 14:00:00,28.639268,77.20845
2015-09-25 14:00:00,28.644925,77.21345699999998
2015-09-25 21:00:00,28.644925,77.21345699999998
2015-09-25 21:00:00,28.639268,77.20845
2015-09-25 17:00:00,28.644925,77.21345699999998
2015-09-25 21:00:00,28.643548,77.211055
2015-09-25 17:00:00,28.645393,77.215366
2015-09-25 21:00:00,28.645393,77.215366
2015-09-25 21:00:00,28.648037,77.212987
2015-09-25 21:00:00,28.729617,77.16663100000002
2015-09-25 17:00:00,28.636736,77.274807
2015-09-25 08:00:00,28.695364,77.153549
2015-09-25 21:00:00,28.631578,77.220105
2015-09-25 17:00:00,28.634173,77.20048
2015-09-25 17:00:00,28.621899,77.087839
2015-09-25 21:00:00,28.621272,77.061327
2015-09-25 14:00:00,28.688455,77.17575
2015-09-25 14:00:00,28.650594,77.230328
2015-09-25 17:00:00,28.619365,77.033148
2015-09-25 17:00:00,28.639069,77.086774
2015-09-25 14:00:00,28.621272,77.061327
2015-09-25 17:00:00,28.623556,77.21453199999998
2015-09-25 21:00:00,28.588981,77.253517
2015-09-25 17:00:00,28.49597,77.182305
2015-09-25 17:00:00,28.558144,77.245817
2015-09-25 17:00:00,28.62486,77.11086800000002
2015-09-25 17:00:00,28.621272,77.061327
2015-09-25 17:00:00,28.656159,77.24101999999998
2015-09-25 21:00:00,28.685583,77.20099300000003
2015-09-25 17:00:00,28.613939,77.20902099999998
2015-09-25 17:00:00,28.663079,77.21155
2015-09-25 14:00:00,28.68972,77.207259
2015-09-25 17:00:00,28.58425200000001,77.16382800000002
2015-09-25 17:00:00,28.68574000000001,77.206383
2015-09-25 17:00:00,28.67856500000001,77.203765
2015-09-25 17:00:00,28.492892,77.32382700000002
2015-09-25 08:00:00,28.621272,77.061327
2015-09-25 17:00:00,28.631578,77.220105
2015-09-25 17:00:00,28.638753,77.073803
2015-09-25 08:00:00,28.6699,77.266646
2015-09-25 17:00:00,28.521208,77.178983
2015-09-10 11:40:00,28.520741,77.239078
2015-09-29 21:45:00,28.663,77.086485
2015-06-17 20:00:00,28.538155,77.283202
2015-07-29 20:00:00,28.688737,77.215035
2015-05-22 18:00:00,28.653935,77.20506800000003
2015-01-07 09:00:00,28.528555,77.28837299999998
2015-07-07 08:00:00,28.519676,77.294522
2015-11-06 08:30:00,28.630416,77.225738
2015-05-27 11:57:00,28.62666500000001,77.05587
2015-05-27 11:55:00,28.62666500000001,77.05587
2015-05-27 11:54:00,28.62666500000001,77.05587
2015-05-27 11:52:00,28.62666500000001,77.05587
2015-05-27 11:51:00,28.62666500000001,77.05587
2015-05-27 11:50:00,28.621272,77.061327
2015-05-27 11:44:00,28.62666500000001,77.05587
2015-05-27 11:42:00,28.62666500000001,77.05587
2015-05-27 11:41:00,28.62666500000001,77.05587
2015-05-27 11:39:00,28.62666500000001,77.05587
2015-05-27 11:38:00,28.62666500000001,77.05587
2015-05-27 11:36:00,28.62666500000001,77.05587
2015-05-27 11:35:00,28.638753,77.073803
2015-05-27 11:33:00,28.609013,76.985453
